invoice_id,org_id,vendor_id,contract_id,store_id,city_id,invoice_ref,invoice_date,billing_period_start,billing_period_end,service_unit_count,validated_unit_count,billed_rate_inr,contracted_rate_inr,amount_inr,status
96,1,2,2,10,2,QB-010-02-W02,2026-03-28,2026-03-22,2026-03-28,3161,3161,39.89,39.89,126092.29,open
97,1,4,4,10,2,QB-010-04-W02,2026-03-28,2026-03-22,2026-03-28,3676,3676,6.98,6.98,25658.48,open
98,1,8,8,10,2,QB-010-08-W02,2026-03-28,2026-03-22,2026-03-28,88,77,1088.48,1088.48,95786.24,open
99,1,6,6,10,2,QB-010-06-W02,2026-03-28,2026-03-22,2026-03-28,141,141,39.06,39.06,5507.46,open
100,1,9,9,10,2,QB-010-09-W02,2026-03-28,2026-03-22,2026-03-28,33,33,298.29,298.29,9843.57,open
101,1,1,1,11,2,QB-011-01-W01,2026-03-21,2026-03-15,2026-03-21,1164,1164,35.74,35.74,41601.36,open
102,1,4,4,11,2,QB-011-04-W01,2026-03-21,2026-03-15,2026-03-21,1411,1411,6.98,6.98,9848.78,open
103,1,7,7,11,2,QB-011-07-W01,2026-03-21,2026-03-15,2026-03-21,70,66,937.94,937.94,65655.8,open
104,1,6,6,11,2,QB-011-06-W01,2026-03-21,2026-03-15,2026-03-21,93,93,39.06,39.06,3632.58,open
105,1,10,10,11,2,QB-011-10-W01,2026-03-21,2026-03-15,2026-03-21,35,35,240.82,240.82,8428.7,open
106,1,1,1,11,2,QB-011-01-W02,2026-03-28,2026-03-22,2026-03-28,1052,1052,35.74,35.74,37598.48,open
107,1,3,3,11,2,QB-011-03-W02,2026-03-28,2026-03-22,2026-03-28,1343,1343,6.47,6.47,8689.21,open
108,1,7,7,11,2,QB-011-07-W02,2026-03-28,2026-03-22,2026-03-28,51,51,937.94,937.94,47834.94,open
109,1,6,6,11,2,QB-011-06-W02,2026-03-28,2026-03-22,2026-03-28,171,171,39.06,39.06,6679.26,open
110,1,10,10,11,2,QB-011-10-W02,2026-03-28,2026-03-22,2026-03-28,20,20,240.82,240.82,4816.4,open
111,1,2,2,12,2,QB-012-02-W01,2026-03-21,2026-03-15,2026-03-21,1932,1932,39.89,39.89,77067.48,open
112,1,3,3,12,2,QB-012-03-W01,2026-03-21,2026-03-15,2026-03-21,2531,2531,6.47,6.47,16375.57,open
113,1,8,8,12,2,QB-012-08-W01,2026-03-21,2026-03-15,2026-03-21,75,75,1088.48,1088.48,81636.0,open
114,1,5,5,12,2,QB-012-05-W01,2026-03-21,2026-03-15,2026-03-21,173,173,34.29,34.29,5932.17,open
115,1,10,10,12,2,QB-012-10-W01,2026-03-21,2026-03-15,2026-03-21,34,34,240.82,240.82,8187.88,open
116,1,1,1,12,2,QB-012-01-W02,2026-03-28,2026-03-22,2026-03-28,2409,2136,35.74,35.74,86097.66,open
117,1,3,3,12,2,QB-012-03-W02,2026-03-28,2026-03-22,2026-03-28,2788,2788,6.47,6.47,18038.36,open
118,1,7,7,12,2,QB-012-07-W02,2026-03-28,2026-03-22,2026-03-28,52,52,937.94,937.94,48772.88,open
119,1,5,5,12,2,QB-012-05-W02,2026-03-28,2026-03-22,2026-03-28,162,162,34.29,34.29,5554.98,open
120,1,9,9,12,2,QB-012-09-W02,2026-03-28,2026-03-22,2026-03-28,40,40,298.29,298.29,11931.6,open
121,1,1,1,13,2,QB-013-01-W01,2026-03-21,2026-03-15,2026-03-21,2034,1923,35.74,35.74,72695.16,open
122,1,4,4,13,2,QB-013-04-W01,2026-03-21,2026-03-15,2026-03-21,2470,2470,6.98,6.98,17240.6,open
123,1,7,7,13,2,QB-013-07-W01,2026-03-21,2026-03-15,2026-03-21,51,47,937.94,937.94,47834.94,open
124,1,5,5,13,2,QB-013-05-W01,2026-03-21,2026-03-15,2026-03-21,142,142,34.29,34.29,4869.18,open
125,1,10,10,13,2,QB-013-10-W01,2026-03-21,2026-03-15,2026-03-21,24,24,240.82,240.82,5779.68,open
126,1,1,1,13,2,QB-013-01-W02,2026-03-28,2026-03-22,2026-03-28,2097,2097,35.74,35.74,74946.78,open
127,1,3,3,13,2,QB-013-03-W02,2026-03-28,2026-03-22,2026-03-28,2604,2604,6.47,6.47,16847.88,open
128,1,7,7,13,2,QB-013-07-W02,2026-03-28,2026-03-22,2026-03-28,71,71,937.94,937.94,66593.74,open
129,1,5,5,13,2,QB-013-05-W02,2026-03-28,2026-03-22,2026-03-28,182,182,34.29,34.29,6240.78,open
130,1,10,10,13,2,QB-013-10-W02,2026-03-28,2026-03-22,2026-03-28,36,36,240.82,240.82,8669.52,open
131,1,2,2,14,2,QB-014-02-W01,2026-03-21,2026-03-15,2026-03-21,2007,2007,39.89,39.89,80059.23,open
132,1,4,4,14,2,QB-014-04-W01,2026-03-21,2026-03-15,2026-03-21,2433,2433,6.98,6.98,16982.34,open
133,1,7,7,14,2,QB-014-07-W01,2026-03-21,2026-03-15,2026-03-21,59,59,937.94,937.94,55338.46,open
134,1,5,5,14,2,QB-014-05-W01,2026-03-21,2026-03-15,2026-03-21,114,114,34.29,34.29,3909.06,open
135,1,9,9,14,2,QB-014-09-W01,2026-03-21,2026-03-15,2026-03-21,30,30,298.29,298.29,8948.7,open
136,1,1,1,14,2,QB-014-01-W02,2026-03-28,2026-03-22,2026-03-28,1791,1791,35.74,35.74,64010.34,open
137,1,4,4,14,2,QB-014-04-W02,2026-03-28,2026-03-22,2026-03-28,2185,2185,6.98,6.98,15251.3,open
138,1,8,8,14,2,QB-014-08-W02,2026-03-28,2026-03-22,2026-03-28,55,55,1088.48,1088.48,59866.4,open
139,1,6,6,14,2,QB-014-06-W02,2026-03-28,2026-03-22,2026-03-28,146,146,39.06,39.06,5702.76,open
140,1,9,9,14,2,QB-014-09-W02,2026-03-28,2026-03-22,2026-03-28,33,33,298.29,298.29,9843.57,open
141,1,1,1,15,3,QB-015-01-W01,2026-03-21,2026-03-15,2026-03-21,1726,1726,35.74,35.74,61687.24,open
142,1,3,3,15,3,QB-015-03-W01,2026-03-21,2026-03-15,2026-03-21,2124,2124,6.47,6.47,13742.28,open
143,1,8,8,15,3,QB-015-08-W01,2026-03-21,2026-03-15,2026-03-21,56,52,1088.48,1088.48,60954.88,open
144,1,5,5,15,3,QB-015-05-W01,2026-03-21,2026-03-15,2026-03-21,160,160,34.29,34.29,5486.4,open
145,1,10,10,15,3,QB-015-10-W01,2026-03-21,2026-03-15,2026-03-21,22,22,240.82,240.82,5298.04,open
146,1,2,2,15,3,QB-015-02-W02,2026-03-28,2026-03-22,2026-03-28,1850,1633,39.89,39.89,73796.5,open
147,1,3,3,15,3,QB-015-03-W02,2026-03-28,2026-03-22,2026-03-28,2077,2077,7.03,6.47,14601.31,open
148,1,8,8,15,3,QB-015-08-W02,2026-03-28,2026-03-22,2026-03-28,59,59,1088.48,1088.48,64220.32,open
149,1,5,5,15,3,QB-015-05-W02,2026-03-28,2026-03-22,2026-03-28,124,124,34.29,34.29,4251.96,open
150,1,9,9,15,3,QB-015-09-W02,2026-03-28,2026-03-22,2026-03-28,21,21,298.29,298.29,6264.09,open
151,1,1,1,16,3,QB-016-01-W01,2026-03-21,2026-03-15,2026-03-21,1576,1576,35.74,35.74,56326.24,open
152,1,4,4,16,3,QB-016-04-W01,2026-03-21,2026-03-15,2026-03-21,1765,1765,6.98,6.98,12319.7,open
153,1,8,8,16,3,QB-016-08-W01,2026-03-21,2026-03-15,2026-03-21,52,52,1088.48,1088.48,56600.96,open
154,1,6,6,16,3,QB-016-06-W01,2026-03-21,2026-03-15,2026-03-21,117,117,39.06,39.06,4570.02,open
155,1,9,9,16,3,QB-016-09-W01,2026-03-21,2026-03-15,2026-03-21,29,29,298.29,298.29,8650.41,open
156,1,2,2,16,3,QB-016-02-W02,2026-03-28,2026-03-22,2026-03-28,1630,1507,39.89,39.89,65020.7,open
157,1,3,3,16,3,QB-016-03-W02,2026-03-28,2026-03-22,2026-03-28,1716,1716,6.47,6.47,11102.52,open
158,1,7,7,16,3,QB-016-07-W02,2026-03-28,2026-03-22,2026-03-28,50,50,937.94,937.94,46897.0,open
159,1,5,5,16,3,QB-016-05-W02,2026-03-28,2026-03-22,2026-03-28,115,115,34.29,34.29,3943.35,open
160,1,9,9,16,3,QB-016-09-W02,2026-03-28,2026-03-22,2026-03-28,21,21,298.29,298.29,6264.09,open
161,1,2,2,17,3,QB-017-02-W01,2026-03-21,2026-03-15,2026-03-21,1889,1889,39.89,39.89,75352.21,open
162,1,4,4,17,3,QB-017-04-W01,2026-03-21,2026-03-15,2026-03-21,2300,2300,6.98,6.98,16054.0,open
163,1,7,7,17,3,QB-017-07-W01,2026-03-21,2026-03-15,2026-03-21,51,51,937.94,937.94,47834.94,open
164,1,6,6,17,3,QB-017-06-W01,2026-03-21,2026-03-15,2026-03-21,205,205,39.06,39.06,8007.3,open
165,1,9,9,17,3,QB-017-09-W01,2026-03-21,2026-03-15,2026-03-21,33,33,298.29,298.29,9843.57,open
166,1,2,2,17,3,QB-017-02-W02,2026-03-28,2026-03-22,2026-03-28,1701,1701,39.89,39.89,67852.89,open
167,1,4,4,17,3,QB-017-04-W02,2026-03-28,2026-03-22,2026-03-28,2293,2293,6.98,6.98,16005.14,open
168,1,7,7,17,3,QB-017-07-W02,2026-03-28,2026-03-22,2026-03-28,76,76,937.94,937.94,71283.44,open
169,1,5,5,17,3,QB-017-05-W02,2026-03-28,2026-03-22,2026-03-28,153,153,34.29,34.29,5246.37,open
170,1,9,9,17,3,QB-017-09-W02,2026-03-28,2026-03-22,2026-03-28,32,32,298.29,298.29,9545.28,open
171,1,1,1,18,3,QB-018-01-W01,2026-03-21,2026-03-15,2026-03-21,1013,1013,35.74,35.74,36204.62,open
172,1,4,4,18,3,QB-018-04-W01,2026-03-21,2026-03-15,2026-03-21,1367,1367,6.98,6.98,9541.66,open
173,1,8,8,18,3,QB-018-08-W01,2026-03-21,2026-03-15,2026-03-21,68,68,1245.39,1088.48,84686.52,open
174,1,5,5,18,3,QB-018-05-W01,2026-03-21,2026-03-15,2026-03-21,177,177,34.29,34.29,6069.33,open
175,1,10,10,18,3,QB-018-10-W01,2026-03-21,2026-03-15,2026-03-21,31,31,240.82,240.82,7465.42,open
176,1,1,1,18,3,QB-018-01-W02,2026-03-28,2026-03-22,2026-03-28,1062,1062,35.74,35.74,37955.88,open
177,1,3,3,18,3,QB-018-03-W02,2026-03-28,2026-03-22,2026-03-28,1277,1277,6.47,6.47,8262.19,open
178,1,7,7,18,3,QB-018-07-W02,2026-03-28,2026-03-22,2026-03-28,39,39,937.94,937.94,36579.66,open
179,1,6,6,18,3,QB-018-06-W02,2026-03-28,2026-03-22,2026-03-28,140,140,39.06,39.06,5468.4,open
180,1,9,9,18,3,QB-018-09-W02,2026-03-28,2026-03-22,2026-03-28,22,22,298.29,298.29,6562.38,open
181,1,1,1,19,3,QB-019-01-W01,2026-03-21,2026-03-15,2026-03-21,2066,2066,35.74,35.74,73838.84,open
182,1,4,4,19,3,QB-019-04-W01,2026-03-21,2026-03-15,2026-03-21,2359,2359,7.81,6.98,18423.79,open
183,1,8,8,19,3,QB-019-08-W01,2026-03-21,2026-03-15,2026-03-21,48,48,1286.22,1088.48,61738.56,open
184,1,6,6,19,3,QB-019-06-W01,2026-03-21,2026-03-15,2026-03-21,166,166,39.06,39.06,6483.96,open
185,1,10,10,19,3,QB-019-10-W01,2026-03-21,2026-03-15,2026-03-21,36,36,240.82,240.82,8669.52,open
186,1,1,1,19,3,QB-019-01-W02,2026-03-28,2026-03-22,2026-03-28,1755,1755,35.74,35.74,62723.7,open
187,1,4,4,19,3,QB-019-04-W02,2026-03-28,2026-03-22,2026-03-28,2355,2355,6.98,6.98,16437.9,open
188,1,7,7,19,3,QB-019-07-W02,2026-03-28,2026-03-22,2026-03-28,63,63,937.94,937.94,59090.22,open
189,1,5,5,19,3,QB-019-05-W02,2026-03-28,2026-03-22,2026-03-28,128,128,34.29,34.29,4389.12,open
190,1,10,10,19,3,QB-019-10-W02,2026-03-28,2026-03-22,2026-03-28,40,40,240.82,240.82,9632.8,open
191,1,2,2,20,3,QB-020-02-W01,2026-03-21,2026-03-15,2026-03-21,747,747,39.89,39.89,29797.83,open
192,1,3,3,20,3,QB-020-03-W01,2026-03-21,2026-03-15,2026-03-21,923,923,6.47,6.47,5971.81,open
193,1,7,7,20,3,QB-020-07-W01,2026-03-21,2026-03-15,2026-03-21,41,41,937.94,937.94,38455.54,open
194,1,6,6,20,3,QB-020-06-W01,2026-03-21,2026-03-15,2026-03-21,164,164,39.06,39.06,6405.84,open
195,1,10,10,20,3,QB-020-10-W01,2026-03-21,2026-03-15,2026-03-21,26,26,240.82,240.82,6261.32,open
196,1,2,2,20,3,QB-020-02-W02,2026-03-28,2026-03-22,2026-03-28,792,792,39.89,39.89,31592.88,open
197,1,3,3,20,3,QB-020-03-W02,2026-03-28,2026-03-22,2026-03-28,1013,1013,6.47,6.47,6554.11,open
198,1,8,8,20,3,QB-020-08-W02,2026-03-28,2026-03-22,2026-03-28,44,44,1088.48,1088.48,47893.12,open
199,1,5,5,20,3,QB-020-05-W02,2026-03-28,2026-03-22,2026-03-28,92,92,34.29,34.29,3154.68,open
200,1,9,9,20,3,QB-020-09-W02,2026-03-28,2026-03-22,2026-03-28,37,37,298.29,298.29,11036.73,open
201,1,1,1,21,4,QB-021-01-W01,2026-03-21,2026-03-15,2026-03-21,2184,2184,35.74,35.74,78056.16,open
202,1,3,3,21,4,QB-021-03-W01,2026-03-21,2026-03-15,2026-03-21,2763,2763,6.47,6.47,17876.61,open
203,1,8,8,21,4,QB-021-08-W01,2026-03-21,2026-03-15,2026-03-21,70,70,1088.48,1088.48,76193.6,open
204,1,6,6,21,4,QB-021-06-W01,2026-03-21,2026-03-15,2026-03-21,167,167,39.06,39.06,6523.02,open
205,1,10,10,21,4,QB-021-10-W01,2026-03-21,2026-03-15,2026-03-21,32,32,240.82,240.82,7706.24,open
206,1,2,2,21,4,QB-021-02-W02,2026-03-28,2026-03-22,2026-03-28,2042,2042,39.89,39.89,81455.38,open
207,1,4,4,21,4,QB-021-04-W02,2026-03-28,2026-03-22,2026-03-28,2707,2707,6.98,6.98,18894.86,open
208,1,7,7,21,4,QB-021-07-W02,2026-03-28,2026-03-22,2026-03-28,65,65,937.94,937.94,60966.1,open
209,1,6,6,21,4,QB-021-06-W02,2026-03-28,2026-03-22,2026-03-28,102,102,39.06,39.06,3984.12,open
210,1,9,9,21,4,QB-021-09-W02,2026-03-28,2026-03-22,2026-03-28,30,30,298.29,298.29,8948.7,open
211,1,1,1,22,4,QB-022-01-W01,2026-03-21,2026-03-15,2026-03-21,1716,1716,35.74,35.74,61329.84,open
212,1,3,3,22,4,QB-022-03-W01,2026-03-21,2026-03-15,2026-03-21,2069,2069,6.47,6.47,13386.43,open
213,1,8,8,22,4,QB-022-08-W01,2026-03-21,2026-03-15,2026-03-21,69,69,1088.48,1088.48,75105.12,open
214,1,5,5,22,4,QB-022-05-W01,2026-03-21,2026-03-15,2026-03-21,109,109,34.29,34.29,3737.61,open
215,1,10,10,22,4,QB-022-10-W01,2026-03-21,2026-03-15,2026-03-21,24,24,240.82,240.82,5779.68,open
216,1,1,1,22,4,QB-022-01-W02,2026-03-28,2026-03-22,2026-03-28,1758,1758,35.74,35.74,62830.92,open
217,1,3,3,22,4,QB-022-03-W02,2026-03-28,2026-03-22,2026-03-28,2251,2251,6.47,6.47,14563.97,open
218,1,7,7,22,4,QB-022-07-W02,2026-03-28,2026-03-22,2026-03-28,63,63,937.94,937.94,59090.22,open
219,1,6,6,22,4,QB-022-06-W02,2026-03-28,2026-03-22,2026-03-28,140,140,39.06,39.06,5468.4,open
