work_item_id,org_id,city_id,store_id,team_id,item_type,priority,opened_at,expected_by,resolved_at,status,estimated_value_inr,backlog_hours,linked_order_id,linked_vendor_id
52,1,2,13,54,delivery_exception,P2,2026-03-21T12:20:00+05:30,2026-03-21T14:20:00+05:30,2026-03-21T15:03:00+05:30,resolved,627.78,0.5,68800,
53,1,1,6,33,delivery_exception,P2,2026-03-27T12:22:00+05:30,2026-03-27T14:22:00+05:30,2026-03-27T14:45:00+05:30,resolved,709.38,0.5,128875,
54,1,1,2,21,delivery_exception,P2,2026-03-18T12:38:00+05:30,2026-03-18T14:38:00+05:30,2026-03-18T16:52:00+05:30,resolved,116.02,0.5,32150,
55,1,3,19,72,delivery_exception,P2,2026-03-24T12:41:00+05:30,2026-03-24T14:41:00+05:30,2026-03-24T16:08:00+05:30,resolved,846.09,0.5,102324,
56,1,4,21,11,customer_escalation,P1,2026-03-18T12:14:00+05:30,2026-03-18T13:14:00+05:30,2026-03-18T16:30:00+05:30,resolved,308.59,0.5,38104,
57,1,5,29,102,delivery_exception,P2,2026-03-16T12:06:00+05:30,2026-03-16T14:06:00+05:30,2026-03-16T15:44:00+05:30,resolved,616.34,0.5,20340,
58,1,1,7,36,delivery_exception,P2,2026-03-27T12:26:00+05:30,2026-03-27T14:26:00+05:30,,open,174.5,0.5,129303,
59,1,2,14,57,delivery_exception,P2,2026-03-28T12:41:00+05:30,2026-03-28T14:41:00+05:30,2026-03-28T17:58:00+05:30,resolved,162.41,0.5,143566,
60,1,4,21,78,delivery_exception,P2,2026-03-18T12:02:00+05:30,2026-03-18T14:02:00+05:30,2026-03-18T15:13:00+05:30,resolved,496.58,0.5,38361,
61,1,1,7,36,delivery_exception,P2,2026-03-22T12:07:00+05:30,2026-03-22T14:07:00+05:30,2026-03-22T15:32:00+05:30,resolved,292.97,0.5,77763,
62,1,5,30,13,customer_escalation,P1,2026-03-28T12:00:00+05:30,2026-03-28T13:00:00+05:30,2026-03-28T16:07:00+05:30,resolved,340.52,0.5,148360,
63,1,1,2,21,delivery_exception,P2,2026-03-18T12:23:00+05:30,2026-03-18T14:23:00+05:30,2026-03-18T17:34:00+05:30,resolved,322.67,0.5,32307,
64,1,2,11,48,delivery_exception,P2,2026-03-19T12:41:00+05:30,2026-03-19T14:41:00+05:30,2026-03-19T16:52:00+05:30,resolved,125.68,0.5,45801,
65,1,4,22,81,delivery_exception,P2,2026-03-18T12:23:00+05:30,2026-03-18T14:23:00+05:30,2026-03-18T15:41:00+05:30,resolved,2134.6,0.5,38534,
66,1,5,27,96,delivery_exception,P2,2026-03-19T12:02:00+05:30,2026-03-19T14:02:00+05:30,2026-03-19T15:48:00+05:30,resolved,602.87,0.5,50314,
67,1,4,21,78,delivery_exception,P2,2026-03-18T12:34:00+05:30,2026-03-18T14:34:00+05:30,2026-03-18T15:32:00+05:30,resolved,644.21,0.5,38252,
68,1,6,33,114,delivery_exception,P2,2026-03-19T12:03:00+05:30,2026-03-19T14:03:00+05:30,2026-03-19T17:30:00+05:30,resolved,225.43,0.5,51837,
69,1,1,2,5,customer_escalation,P1,2026-03-24T12:22:00+05:30,2026-03-24T13:22:00+05:30,2026-03-24T15:53:00+05:30,resolved,141.06,0.5,97078,
70,1,3,16,63,delivery_exception,P2,2026-03-28T12:21:00+05:30,2026-03-28T14:21:00+05:30,,open,145.65,0.5,144358,
71,1,3,19,72,delivery_exception,P2,2026-03-18T12:16:00+05:30,2026-03-18T14:16:00+05:30,2026-03-18T16:59:00+05:30,resolved,339.16,0.5,37863,
72,1,1,4,27,delivery_exception,P2,2026-03-18T12:42:00+05:30,2026-03-18T14:42:00+05:30,2026-03-18T16:24:00+05:30,resolved,399.16,0.5,33128,
73,1,3,19,72,delivery_exception,P2,2026-03-18T12:07:00+05:30,2026-03-18T14:07:00+05:30,2026-03-18T15:21:00+05:30,resolved,348.3,0.5,37705,
74,1,1,5,30,delivery_exception,P2,2026-03-15T12:16:00+05:30,2026-03-15T14:16:00+05:30,2026-03-15T15:51:00+05:30,resolved,645.44,0.5,2190,
75,1,3,16,63,delivery_exception,P2,2026-03-26T12:08:00+05:30,2026-03-26T14:08:00+05:30,2026-03-26T16:30:00+05:30,resolved,130.56,0.5,121679,
76,1,3,15,60,delivery_exception,P2,2026-03-24T12:35:00+05:30,2026-03-24T14:35:00+05:30,2026-03-24T17:31:00+05:30,resolved,352.65,0.5,101395,
77,1,1,7,36,delivery_exception,P2,2026-03-22T12:08:00+05:30,2026-03-22T14:08:00+05:30,2026-03-22T16:29:00+05:30,resolved,581.74,0.5,78067,
78,1,1,4,27,delivery_exception,P2,2026-03-18T12:44:00+05:30,2026-03-18T14:44:00+05:30,2026-03-18T17:47:00+05:30,resolved,713.71,0.5,33208,
79,1,3,19,72,delivery_exception,P2,2026-03-18T12:23:00+05:30,2026-03-18T14:23:00+05:30,2026-03-18T16:09:00+05:30,resolved,358.5,0.5,37842,
80,1,2,13,54,delivery_exception,P2,2026-03-21T12:00:00+05:30,2026-03-21T14:00:00+05:30,2026-03-21T14:35:00+05:30,resolved,144.16,0.5,69020,
81,1,2,13,54,delivery_exception,P2,2026-03-21T12:05:00+05:30,2026-03-21T14:05:00+05:30,2026-03-21T16:15:00+05:30,resolved,738.69,0.5,69056,
82,1,1,7,36,delivery_exception,P2,2026-03-22T12:44:00+05:30,2026-03-22T14:44:00+05:30,2026-03-22T17:00:00+05:30,resolved,661.25,0.5,77872,
83,1,2,13,7,customer_escalation,P1,2026-03-17T12:37:00+05:30,2026-03-17T13:37:00+05:30,2026-03-17T16:11:00+05:30,resolved,475.75,0.5,26103,
84,1,4,25,11,customer_escalation,P1,2026-03-21T12:13:00+05:30,2026-03-21T13:13:00+05:30,2026-03-21T16:07:00+05:30,resolved,234.59,0.5,72808,
85,1,1,7,36,delivery_exception,P2,2026-03-22T12:37:00+05:30,2026-03-22T14:37:00+05:30,2026-03-22T17:01:00+05:30,resolved,273.08,0.5,77945,
86,1,3,19,72,delivery_exception,P2,2026-03-18T12:17:00+05:30,2026-03-18T14:17:00+05:30,2026-03-18T15:27:00+05:30,resolved,425.28,0.5,37688,
87,1,3,15,60,delivery_exception,P2,2026-03-17T12:03:00+05:30,2026-03-17T14:03:00+05:30,2026-03-17T17:16:00+05:30,resolved,448.99,0.5,26529,
88,1,3,16,63,delivery_exception,P2,2026-03-26T12:14:00+05:30,2026-03-26T14:14:00+05:30,2026-03-26T14:38:00+05:30,resolved,243.46,0.5,121755,
89,1,4,21,78,delivery_exception,P2,2026-03-18T12:29:00+05:30,2026-03-18T14:29:00+05:30,2026-03-18T16:19:00+05:30,resolved,2145.02,0.5,38225,
90,1,2,11,48,delivery_exception,P2,2026-03-19T12:35:00+05:30,2026-03-19T14:35:00+05:30,2026-03-19T16:55:00+05:30,resolved,281.34,0.5,45816,
91,1,2,13,54,delivery_exception,P2,2026-03-21T12:42:00+05:30,2026-03-21T14:42:00+05:30,2026-03-21T16:06:00+05:30,resolved,379.47,0.5,68948,
92,1,4,21,78,delivery_exception,P2,2026-03-18T12:32:00+05:30,2026-03-18T14:32:00+05:30,2026-03-18T16:10:00+05:30,resolved,334.23,0.5,38444,
93,1,3,17,66,delivery_exception,P2,2026-03-26T12:24:00+05:30,2026-03-26T14:24:00+05:30,2026-03-26T17:11:00+05:30,resolved,392.41,0.5,122157,
94,1,2,13,54,delivery_exception,P2,2026-03-17T12:25:00+05:30,2026-03-17T14:25:00+05:30,2026-03-17T17:35:00+05:30,resolved,733.5,0.5,26082,
95,1,4,22,81,delivery_exception,P2,2026-03-18T12:36:00+05:30,2026-03-18T14:36:00+05:30,2026-03-18T17:05:00+05:30,resolved,129.85,0.5,38602,
96,1,1,5,30,delivery_exception,P2,2026-03-22T12:09:00+05:30,2026-03-22T14:09:00+05:30,2026-03-22T16:27:00+05:30,resolved,918.03,0.5,77068,
97,1,4,22,81,delivery_exception,P2,2026-03-18T12:15:00+05:30,2026-03-18T14:15:00+05:30,2026-03-18T17:20:00+05:30,resolved,232.82,0.5,38590,
98,1,5,26,93,delivery_exception,P2,2026-03-22T12:27:00+05:30,2026-03-22T14:27:00+05:30,2026-03-22T16:13:00+05:30,resolved,159.0,0.5,84129,
99,1,2,12,51,delivery_exception,P2,2026-03-26T12:24:00+05:30,2026-03-26T14:24:00+05:30,2026-03-26T17:02:00+05:30,resolved,869.57,0.5,120155,
100,1,6,31,108,delivery_exception,P2,2026-03-26T12:06:00+05:30,2026-03-26T14:06:00+05:30,2026-03-26T15:51:00+05:30,resolved,523.59,0.5,125299,
101,1,3,15,60,delivery_exception,P2,2026-03-17T12:24:00+05:30,2026-03-17T14:24:00+05:30,2026-03-17T16:52:00+05:30,resolved,689.39,0.5,26584,
102,1,2,8,39,delivery_exception,P2,2026-03-22T12:37:00+05:30,2026-03-22T14:37:00+05:30,2026-03-22T16:04:00+05:30,resolved,409.85,0.5,78304,
103,1,1,5,30,delivery_exception,P2,2026-03-15T12:20:00+05:30,2026-03-15T14:20:00+05:30,2026-03-15T17:02:00+05:30,resolved,581.32,0.5,2072,
104,1,4,22,81,delivery_exception,P2,2026-03-16T12:05:00+05:30,2026-03-16T14:05:00+05:30,2026-03-16T14:19:00+05:30,resolved,674.27,0.5,18619,
105,1,2,14,7,customer_escalation,P1,2026-03-28T12:14:00+05:30,2026-03-28T13:14:00+05:30,,open,428.93,0.5,143666,
106,1,5,27,96,delivery_exception,P2,2026-03-21T12:09:00+05:30,2026-03-21T14:09:00+05:30,2026-03-21T17:19:00+05:30,resolved,878.31,0.5,73199,
107,1,2,12,51,delivery_exception,P2,2026-03-20T12:41:00+05:30,2026-03-20T14:41:00+05:30,2026-03-20T15:46:00+05:30,resolved,473.37,0.5,56684,
108,1,6,31,108,delivery_exception,P2,2026-03-26T12:07:00+05:30,2026-03-26T14:07:00+05:30,2026-03-26T14:58:00+05:30,resolved,396.62,0.5,125569,
109,1,4,21,78,delivery_exception,P2,2026-03-18T12:09:00+05:30,2026-03-18T14:09:00+05:30,2026-03-18T15:30:00+05:30,resolved,197.5,0.5,38145,
110,1,6,31,108,delivery_exception,P2,2026-03-26T12:14:00+05:30,2026-03-26T14:14:00+05:30,2026-03-26T17:01:00+05:30,resolved,421.05,0.5,125364,
111,1,5,26,93,delivery_exception,P2,2026-03-19T12:28:00+05:30,2026-03-19T14:28:00+05:30,2026-03-19T16:39:00+05:30,resolved,345.55,0.5,50023,
112,1,2,13,54,delivery_exception,P2,2026-03-21T12:04:00+05:30,2026-03-21T14:04:00+05:30,2026-03-21T15:07:00+05:30,resolved,457.02,0.5,68728,
113,1,1,7,36,delivery_exception,P2,2026-03-27T12:42:00+05:30,2026-03-27T14:42:00+05:30,,open,75.21,0.5,129390,
114,1,2,8,39,delivery_exception,P2,2026-03-27T12:41:00+05:30,2026-03-27T14:41:00+05:30,2026-03-27T16:41:00+05:30,resolved,592.01,0.5,129593,
115,1,4,24,11,customer_escalation,P1,2026-03-22T12:14:00+05:30,2026-03-22T13:14:00+05:30,2026-03-22T16:03:00+05:30,resolved,380.62,0.5,83524,
116,1,2,10,7,customer_escalation,P1,2026-03-19T12:12:00+05:30,2026-03-19T13:12:00+05:30,2026-03-19T16:25:00+05:30,resolved,228.16,0.5,45403,
117,1,4,21,78,delivery_exception,P2,2026-03-18T12:16:00+05:30,2026-03-18T14:16:00+05:30,2026-03-18T15:47:00+05:30,resolved,479.8,0.5,38283,
118,1,1,7,5,customer_escalation,P1,2026-03-18T12:08:00+05:30,2026-03-18T13:08:00+05:30,2026-03-18T15:58:00+05:30,resolved,690.3,0.5,33829,
119,1,1,4,27,delivery_exception,P2,2026-03-28T12:29:00+05:30,2026-03-28T14:29:00+05:30,2026-03-28T15:49:00+05:30,resolved,529.2,0.5,140106,
120,1,2,13,54,delivery_exception,P2,2026-03-21T12:38:00+05:30,2026-03-21T14:38:00+05:30,2026-03-21T15:59:00+05:30,resolved,434.76,0.5,69063,
121,1,1,3,5,customer_escalation,P1,2026-03-27T12:36:00+05:30,2026-03-27T13:36:00+05:30,2026-03-27T16:52:00+05:30,resolved,417.07,0.5,127595,
122,1,4,22,81,delivery_exception,P2,2026-03-16T12:00:00+05:30,2026-03-16T14:00:00+05:30,2026-03-16T17:30:00+05:30,resolved,364.94,0.5,18459,
123,1,2,13,54,delivery_exception,P2,2026-03-17T12:22:00+05:30,2026-03-17T14:22:00+05:30,2026-03-17T17:33:00+05:30,resolved,551.73,0.5,26104,
124,1,1,4,27,delivery_exception,P2,2026-03-28T12:27:00+05:30,2026-03-28T14:27:00+05:30,2026-03-28T15:55:00+05:30,resolved,1239.63,0.5,139774,
125,1,5,29,102,delivery_exception,P2,2026-03-16T12:14:00+05:30,2026-03-16T14:14:00+05:30,2026-03-16T15:29:00+05:30,resolved,103.8,0.5,20242,
126,1,5,27,96,delivery_exception,P2,2026-03-19T12:20:00+05:30,2026-03-19T14:20:00+05:30,2026-03-19T16:21:00+05:30,resolved,1529.54,0.5,50153,
127,1,1,5,30,delivery_exception,P2,2026-03-22T12:30:00+05:30,2026-03-22T14:30:00+05:30,2026-03-22T16:35:00+05:30,resolved,331.42,0.5,77169,
128,1,1,4,27,delivery_exception,P2,2026-03-18T12:43:00+05:30,2026-03-18T14:43:00+05:30,2026-03-18T18:10:00+05:30,resolved,843.32,0.5,33034,
129,1,1,5,30,delivery_exception,P2,2026-03-15T12:31:00+05:30,2026-03-15T14:31:00+05:30,2026-03-15T15:27:00+05:30,resolved,1145.71,0.5,2057,
130,1,2,13,54,delivery_exception,P2,2026-03-21T12:21:00+05:30,2026-03-21T14:21:00+05:30,2026-03-21T16:30:00+05:30,resolved,525.95,0.5,69001,
131,1,2,13,54,delivery_exception,P2,2026-03-21T12:09:00+05:30,2026-03-21T14:09:00+05:30,2026-03-21T14:42:00+05:30,resolved,514.76,0.5,68796,
132,1,1,6,33,delivery_exception,P2,2026-03-27T12:40:00+05:30,2026-03-27T14:40:00+05:30,2026-03-27T16:33:00+05:30,resolved,271.6,0.5,128714,
133,1,1,5,30,delivery_exception,P2,2026-03-27T12:37:00+05:30,2026-03-27T14:37:00+05:30,,open,304.52,0.5,128533,
134,1,2,11,48,delivery_exception,P2,2026-03-22T12:26:00+05:30,2026-03-22T14:26:00+05:30,2026-03-22T17:34:00+05:30,resolved,206.13,0.5,79447,
135,1,5,27,96,delivery_exception,P2,2026-03-19T12:02:00+05:30,2026-03-19T14:02:00+05:30,2026-03-19T17:15:00+05:30,resolved,538.72,0.5,50146,
136,1,2,11,7,customer_escalation,P1,2026-03-16T12:42:00+05:30,2026-03-16T13:42:00+05:30,2026-03-16T17:09:00+05:30,resolved,318.02,0.5,15549,
137,1,2,14,7,customer_escalation,P1,2026-03-15T12:35:00+05:30,2026-03-15T13:35:00+05:30,2026-03-15T14:42:00+05:30,resolved,471.17,0.5,5360,
138,1,3,19,72,delivery_exception,P2,2026-03-18T12:01:00+05:30,2026-03-18T14:01:00+05:30,2026-03-18T16:11:00+05:30,resolved,179.57,0.5,37943,
139,1,2,11,48,delivery_exception,P2,2026-03-19T12:08:00+05:30,2026-03-19T14:08:00+05:30,2026-03-19T17:28:00+05:30,resolved,424.15,0.5,45768,
140,1,6,33,114,delivery_exception,P2,2026-03-28T12:33:00+05:30,2026-03-28T14:33:00+05:30,2026-03-28T16:17:00+05:30,resolved,515.63,0.5,149512,
141,1,3,15,60,delivery_exception,P2,2026-03-20T12:09:00+05:30,2026-03-20T14:09:00+05:30,2026-03-20T16:09:00+05:30,resolved,544.82,0.5,57683,
142,1,2,13,54,delivery_exception,P2,2026-03-21T12:24:00+05:30,2026-03-21T14:24:00+05:30,2026-03-21T17:44:00+05:30,resolved,275.38,0.5,68807,
143,1,5,27,96,delivery_exception,P2,2026-03-16T12:04:00+05:30,2026-03-16T14:04:00+05:30,2026-03-16T14:29:00+05:30,resolved,74.58,0.5,19696,
144,1,4,21,78,delivery_exception,P2,2026-03-18T12:07:00+05:30,2026-03-18T14:07:00+05:30,2026-03-18T14:47:00+05:30,resolved,96.83,0.5,38197,
145,1,5,29,102,delivery_exception,P2,2026-03-28T12:37:00+05:30,2026-03-28T14:37:00+05:30,2026-03-28T17:03:00+05:30,resolved,758.14,0.5,148155,
146,1,6,31,108,delivery_exception,P2,2026-03-26T12:20:00+05:30,2026-03-26T14:20:00+05:30,2026-03-26T17:43:00+05:30,resolved,257.54,0.5,125374,
147,1,3,20,75,delivery_exception,P2,2026-03-27T12:25:00+05:30,2026-03-27T14:25:00+05:30,,open,129.23,0.5,133801,
148,1,5,27,96,delivery_exception,P2,2026-03-21T12:22:00+05:30,2026-03-21T14:22:00+05:30,2026-03-21T15:33:00+05:30,resolved,924.84,0.5,73123,
149,1,1,4,27,delivery_exception,P2,2026-03-18T12:12:00+05:30,2026-03-18T14:12:00+05:30,2026-03-18T17:28:00+05:30,resolved,209.86,0.5,32778,
150,1,5,29,102,delivery_exception,P2,2026-03-16T12:15:00+05:30,2026-03-16T14:15:00+05:30,2026-03-16T16:45:00+05:30,resolved,692.04,0.5,20224,
151,1,2,9,42,delivery_exception,P2,2026-03-27T12:39:00+05:30,2026-03-27T14:39:00+05:30,,open,281.92,0.5,130231,
152,1,1,4,27,delivery_exception,P2,2026-03-18T12:28:00+05:30,2026-03-18T14:28:00+05:30,2026-03-18T16:02:00+05:30,resolved,617.47,0.5,32969,
153,1,5,27,96,delivery_exception,P2,2026-03-19T12:22:00+05:30,2026-03-19T14:22:00+05:30,2026-03-19T15:58:00+05:30,resolved,358.24,0.5,50342,
154,1,4,23,84,delivery_exception,P2,2026-03-16T12:38:00+05:30,2026-03-16T14:38:00+05:30,2026-03-16T17:52:00+05:30,resolved,870.47,0.5,18764,
155,1,1,5,30,delivery_exception,P2,2026-03-27T12:21:00+05:30,2026-03-27T14:21:00+05:30,2026-03-27T16:28:00+05:30,resolved,964.65,0.5,128523,
156,1,3,16,63,delivery_exception,P2,2026-03-22T12:25:00+05:30,2026-03-22T14:25:00+05:30,2026-03-22T16:17:00+05:30,resolved,302.06,0.5,81166,
157,1,2,11,48,delivery_exception,P2,2026-03-19T12:26:00+05:30,2026-03-19T14:26:00+05:30,2026-03-19T17:47:00+05:30,resolved,511.06,0.5,45893,
158,1,1,7,36,delivery_exception,P2,2026-03-22T12:12:00+05:30,2026-03-22T14:12:00+05:30,2026-03-22T17:27:00+05:30,resolved,189.16,0.5,77840,
159,1,3,15,60,delivery_exception,P2,2026-03-20T12:05:00+05:30,2026-03-20T14:05:00+05:30,2026-03-20T15:19:00+05:30,resolved,248.96,0.5,57654,
160,1,6,31,108,delivery_exception,P2,2026-03-26T12:16:00+05:30,2026-03-26T14:16:00+05:30,2026-03-26T15:07:00+05:30,resolved,862.43,0.5,125405,
161,1,4,23,11,customer_escalation,P1,2026-03-16T12:26:00+05:30,2026-03-16T13:26:00+05:30,2026-03-16T16:11:00+05:30,resolved,723.9,0.5,18690,
