anomaly_id,entity_type,entity_id,anomaly_type,module,severity,start_ts,end_ts,projected_impact_inr,realized_impact_inr,formula_name,formula_inputs_json,root_cause,recommended_action,required_team_type,required_role,expected_approver_role
A-44,work_item,44,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:34:00+05:30,,180.35,,driver_shortage_loss,"{""delay_minutes"": 15, ""basket_value_inr"": 160.3, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-45,work_item,45,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-27T12:07:00+05:30,,560.11,,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 455.52, ""cancelled"": true, ""reason"": ""delivery_delay""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-46,work_item,46,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:32:00+05:30,,963.67,,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 858.49, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-47,work_item,47,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:23:00+05:30,,410.76,,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 441.69, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-48,work_item,48,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-27T12:35:00+05:30,2026-03-27T14:49:00+05:30,808.91,482.37,driver_shortage_loss,"{""delay_minutes"": 10, ""basket_value_inr"": 483.83, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-50,work_item,50,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:30:00+05:30,,416.47,,driver_shortage_loss,"{""delay_minutes"": 17, ""basket_value_inr"": 533.87, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-53,work_item,53,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:27:00+05:30,,714.26,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 426.41, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-56,work_item,56,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:32:00+05:30,,596.89,,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 659.28, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-57,work_item,57,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:00:00+05:30,,333.79,,driver_shortage_loss,"{""delay_minutes"": 14, ""basket_value_inr"": 264.03, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-60,work_item,60,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:43:00+05:30,,177.17,,driver_shortage_loss,"{""delay_minutes"": 15, ""basket_value_inr"": 160.66, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-61,work_item,61,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:27:00+05:30,,608.44,,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 430.95, ""cancelled"": false, ""reason"": ""store_backlog""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-62,work_item,62,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:02:00+05:30,,491.21,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 338.79, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-64,work_item,64,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-28T12:42:00+05:30,2026-03-28T15:30:00+05:30,831.17,360.68,driver_shortage_loss,"{""delay_minutes"": 10, ""basket_value_inr"": 776.75, ""cancelled"": true, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-65,work_item,65,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-27T12:16:00+05:30,,810.78,,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 515.4, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-66,work_item,66,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-27T12:15:00+05:30,2026-03-27T16:43:00+05:30,171.1,52.04,driver_shortage_loss,"{""delay_minutes"": 17, ""basket_value_inr"": 124.88, ""cancelled"": true, ""reason"": ""delivery_delay""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-67,work_item,67,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:38:00+05:30,,277.55,,driver_shortage_loss,"{""delay_minutes"": 17, ""basket_value_inr"": 167.85, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-69,work_item,69,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:29:00+05:30,,359.52,,driver_shortage_loss,"{""delay_minutes"": 14, ""basket_value_inr"": 426.33, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-70,work_item,70,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:20:00+05:30,,126.05,,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 90, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-71,work_item,71,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-28T12:23:00+05:30,2026-03-28T14:12:00+05:30,444.84,226.99,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 284.24, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-73,work_item,73,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:31:00+05:30,,697.4,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 532.48, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-78,work_item,78,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:08:00+05:30,,1482.7,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 1135.56, ""cancelled"": false, ""reason"": ""inventory_substitution""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-79,work_item,79,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:42:00+05:30,,155.41,,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 137.79, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-83,work_item,83,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:33:00+05:30,,519.5,,driver_shortage_loss,"{""delay_minutes"": 14, ""basket_value_inr"": 399.12, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-85,work_item,85,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-28T12:21:00+05:30,2026-03-28T13:42:00+05:30,1302.36,573.08,driver_shortage_loss,"{""delay_minutes"": 14, ""basket_value_inr"": 1472.41, ""cancelled"": true, ""reason"": ""delivery_delay""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-87,work_item,87,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:02:00+05:30,,987.3,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 705.93, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-88,work_item,88,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:37:00+05:30,,986.03,,driver_shortage_loss,"{""delay_minutes"": 14, ""basket_value_inr"": 612.21, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-90,work_item,90,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:07:00+05:30,,406.45,,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 428.07, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-92,work_item,92,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:03:00+05:30,,225.37,,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 235.54, ""cancelled"": false, ""reason"": ""store_backlog""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-93,work_item,93,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:23:00+05:30,,504.98,,driver_shortage_loss,"{""delay_minutes"": 15, ""basket_value_inr"": 416.59, ""cancelled"": false, ""reason"": ""store_backlog""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-95,work_item,95,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:44:00+05:30,,344.39,,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 277.12, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-96,work_item,96,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-28T12:08:00+05:30,2026-03-28T15:40:00+05:30,328.49,90.91,driver_shortage_loss,"{""delay_minutes"": 17, ""basket_value_inr"": 211.83, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-98,work_item,98,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-27T12:39:00+05:30,2026-03-27T16:42:00+05:30,650.64,163.09,driver_shortage_loss,"{""delay_minutes"": 14, ""basket_value_inr"": 511.32, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-100,work_item,100,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:21:00+05:30,,144.26,,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 115.08, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-102,work_item,102,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:01:00+05:30,,782.57,,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 535.64, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-103,work_item,103,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-28T12:19:00+05:30,2026-03-28T14:51:00+05:30,96.31,46.1,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 90, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-104,work_item,104,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:01:00+05:30,,789.49,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 579.07, ""cancelled"": false, ""reason"": ""store_backlog""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-106,work_item,106,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:37:00+05:30,,210.1,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 227.22, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-107,work_item,107,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-27T12:36:00+05:30,,313.06,,driver_shortage_loss,"{""delay_minutes"": 8, ""basket_value_inr"": 297.71, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-108,work_item,108,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:41:00+05:30,,250.15,,driver_shortage_loss,"{""delay_minutes"": 19, ""basket_value_inr"": 273.63, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-109,work_item,109,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:14:00+05:30,,589.43,,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 702.21, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-110,work_item,110,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:16:00+05:30,,732.19,,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 468.42, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-113,work_item,113,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:08:00+05:30,,199.81,,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 160.73, ""cancelled"": false, ""reason"": ""store_backlog""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-114,work_item,114,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:25:00+05:30,,680.5,,driver_shortage_loss,"{""delay_minutes"": 14, ""basket_value_inr"": 474.6, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-115,work_item,115,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:18:00+05:30,,410.56,,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 304.25, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-116,work_item,116,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:17:00+05:30,,229.16,,driver_shortage_loss,"{""delay_minutes"": 14, ""basket_value_inr"": 231.86, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-118,work_item,118,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-27T12:24:00+05:30,2026-03-27T14:55:00+05:30,855.04,485.66,driver_shortage_loss,"{""delay_minutes"": 16, ""basket_value_inr"": 568.53, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-123,work_item,123,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:19:00+05:30,,1049.42,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 769.95, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-124,work_item,124,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:06:00+05:30,,1399.84,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 1257.91, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-127,work_item,127,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-27T12:33:00+05:30,,1523.28,,driver_shortage_loss,"{""delay_minutes"": 10, ""basket_value_inr"": 1315.32, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-128,work_item,128,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:34:00+05:30,,279.13,,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 187.58, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-129,work_item,129,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:45:00+05:30,,219.97,,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 139.19, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-130,work_item,130,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:20:00+05:30,,659.99,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 539.56, ""cancelled"": false, ""reason"": ""store_backlog""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-132,work_item,132,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:08:00+05:30,,351.85,,driver_shortage_loss,"{""delay_minutes"": 14, ""basket_value_inr"": 352.41, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
