snapshot_id,snapshot_ts,store_id,city_id,resource_type,resource_name,active_units,provisioned_units,utilization_pct,monthly_cost_inr,shift_staff_present,shift_staff_planned
111,2026-03-27T07:19:00+05:30,19,3,driver_capacity,Delhi NCR Rohini DS-5 Driver Capacity,25,29,86.21,630000,25,29
112,2026-03-27T07:19:00+05:30,19,3,dispatch_bays,Delhi NCR Rohini DS-5 Dispatch Bays,5,5,100.0,162000,25,29
113,2026-03-27T07:19:00+05:30,19,3,cold_storage,Delhi NCR Rohini DS-5 Cold Storage,214,292,73.29,209920,19,22
114,2026-03-27T07:19:00+05:30,19,3,saas_licenses,Delhi NCR Rohini DS-5 Operations SaaS Seats,22,28,78.57,53680,19,22
115,2026-03-27T07:25:00+05:30,20,3,picker_capacity,Delhi NCR Indirapuram DS-6 Picker Capacity,6,7,85.71,309000,6,7
116,2026-03-27T07:25:00+05:30,20,3,packer_capacity,Delhi NCR Indirapuram DS-6 Packer Capacity,4,5,80.0,227000,4,5
117,2026-03-27T07:25:00+05:30,20,3,driver_capacity,Delhi NCR Indirapuram DS-6 Driver Capacity,16,19,84.21,550000,16,19
118,2026-03-27T07:25:00+05:30,20,3,dispatch_bays,Delhi NCR Indirapuram DS-6 Dispatch Bays,2,3,66.67,130000,16,19
119,2026-03-27T07:25:00+05:30,20,3,cold_storage,Delhi NCR Indirapuram DS-6 Cold Storage,137,161,85.09,175860,10,12
120,2026-03-27T07:25:00+05:30,20,3,saas_licenses,Delhi NCR Indirapuram DS-6 Operations SaaS Seats,15,18,83.33,50580,10,12
121,2026-03-27T07:42:00+05:30,21,4,picker_capacity,Hyderabad Madhapur DS-1 Picker Capacity,8,10,80.0,345000,8,10
122,2026-03-27T07:42:00+05:30,21,4,packer_capacity,Hyderabad Madhapur DS-1 Packer Capacity,6,8,75.0,254000,6,8
123,2026-03-27T07:42:00+05:30,21,4,driver_capacity,Hyderabad Madhapur DS-1 Driver Capacity,23,26,88.46,606000,23,26
124,2026-03-27T07:42:00+05:30,21,4,dispatch_bays,Hyderabad Madhapur DS-1 Dispatch Bays,5,5,100.0,162000,23,26
125,2026-03-27T07:42:00+05:30,21,4,cold_storage,Hyderabad Madhapur DS-1 Cold Storage,318,367,86.65,229420,14,18
126,2026-03-27T07:42:00+05:30,21,4,saas_licenses,Hyderabad Madhapur DS-1 Operations SaaS Seats,19,24,79.17,52440,14,18
127,2026-03-27T07:17:00+05:30,22,4,picker_capacity,Hyderabad Gachibowli DS-2 Picker Capacity,13,14,92.86,393000,13,14
128,2026-03-27T07:17:00+05:30,22,4,packer_capacity,Hyderabad Gachibowli DS-2 Packer Capacity,8,10,80.0,272000,8,10
129,2026-03-27T07:17:00+05:30,22,4,driver_capacity,Hyderabad Gachibowli DS-2 Driver Capacity,20,24,83.33,590000,20,24
130,2026-03-27T07:17:00+05:30,22,4,dispatch_bays,Hyderabad Gachibowli DS-2 Dispatch Bays,5,5,100.0,162000,20,24
131,2026-03-27T07:17:00+05:30,22,4,cold_storage,Hyderabad Gachibowli DS-2 Cold Storage,221,295,74.92,210700,21,24
132,2026-03-27T07:17:00+05:30,22,4,saas_licenses,Hyderabad Gachibowli DS-2 Operations SaaS Seats,24,30,80.0,54300,21,24
133,2026-03-27T07:29:00+05:30,23,4,picker_capacity,Hyderabad Kondapur DS-3 Picker Capacity,13,14,92.86,393000,13,14
134,2026-03-27T07:29:00+05:30,23,4,packer_capacity,Hyderabad Kondapur DS-3 Packer Capacity,8,9,88.89,263000,8,9
135,2026-03-27T07:29:00+05:30,23,4,driver_capacity,Hyderabad Kondapur DS-3 Driver Capacity,24,28,85.71,622000,24,28
136,2026-03-27T07:29:00+05:30,23,4,dispatch_bays,Hyderabad Kondapur DS-3 Dispatch Bays,5,5,100.0,162000,24,28
137,2026-03-27T07:29:00+05:30,23,4,cold_storage,Hyderabad Kondapur DS-3 Cold Storage,216,321,67.29,217460,21,23
138,2026-03-27T07:29:00+05:30,23,4,saas_licenses,Hyderabad Kondapur DS-3 Operations SaaS Seats,18,29,62.07,53990,21,23
139,2026-03-27T07:31:00+05:30,24,4,picker_capacity,Hyderabad Banjara Hills DS-4 Picker Capacity,11,12,91.67,369000,11,12
140,2026-03-27T07:31:00+05:30,24,4,packer_capacity,Hyderabad Banjara Hills DS-4 Packer Capacity,6,7,85.71,245000,6,7
141,2026-03-27T07:31:00+05:30,24,4,driver_capacity,Hyderabad Banjara Hills DS-4 Driver Capacity,28,31,90.32,646000,28,31
142,2026-03-27T07:31:00+05:30,24,4,dispatch_bays,Hyderabad Banjara Hills DS-4 Dispatch Bays,5,5,100.0,162000,28,31
143,2026-03-27T07:31:00+05:30,24,4,cold_storage,Hyderabad Banjara Hills DS-4 Cold Storage,176,268,65.67,203680,17,19
144,2026-03-27T07:31:00+05:30,24,4,saas_licenses,Hyderabad Banjara Hills DS-4 Operations SaaS Seats,20,25,80.0,52750,17,19
145,2026-03-27T07:14:00+05:30,25,4,picker_capacity,Hyderabad Kukatpally DS-5 Picker Capacity,13,14,92.86,393000,13,14
146,2026-03-27T07:14:00+05:30,25,4,packer_capacity,Hyderabad Kukatpally DS-5 Packer Capacity,8,9,88.89,263000,8,9
147,2026-03-27T07:14:00+05:30,25,4,driver_capacity,Hyderabad Kukatpally DS-5 Driver Capacity,20,24,83.33,590000,20,24
148,2026-03-27T07:14:00+05:30,25,4,dispatch_bays,Hyderabad Kukatpally DS-5 Dispatch Bays,5,5,100.0,162000,20,24
149,2026-03-27T07:14:00+05:30,25,4,cold_storage,Hyderabad Kukatpally DS-5 Cold Storage,177,225,78.67,192500,21,23
150,2026-03-27T07:14:00+05:30,25,4,saas_licenses,Hyderabad Kukatpally DS-5 Operations SaaS Seats,18,29,62.07,53990,21,23
151,2026-03-27T07:43:00+05:30,26,5,picker_capacity,Pune Baner DS-1 Picker Capacity,7,9,77.78,333000,7,9
152,2026-03-27T07:43:00+05:30,26,5,packer_capacity,Pune Baner DS-1 Packer Capacity,3,4,75.0,218000,3,4
153,2026-03-27T07:43:00+05:30,26,5,driver_capacity,Pune Baner DS-1 Driver Capacity,19,22,86.36,574000,19,22
154,2026-03-27T07:43:00+05:30,26,5,dispatch_bays,Pune Baner DS-1 Dispatch Bays,3,3,100.0,130000,19,22
155,2026-03-27T07:43:00+05:30,26,5,cold_storage,Pune Baner DS-1 Cold Storage,83,133,62.41,168580,10,13
156,2026-03-27T07:43:00+05:30,26,5,saas_licenses,Pune Baner DS-1 Operations SaaS Seats,11,19,57.89,50890,10,13
157,2026-03-27T07:44:00+05:30,27,5,picker_capacity,Pune Kothrud DS-2 Picker Capacity,10,11,90.91,357000,10,11
158,2026-03-27T07:44:00+05:30,27,5,packer_capacity,Pune Kothrud DS-2 Packer Capacity,7,8,87.5,254000,7,8
159,2026-03-27T07:44:00+05:30,27,5,driver_capacity,Pune Kothrud DS-2 Driver Capacity,21,24,87.5,590000,21,24
160,2026-03-27T07:44:00+05:30,27,5,dispatch_bays,Pune Kothrud DS-2 Dispatch Bays,5,5,100.0,162000,21,24
161,2026-03-27T07:44:00+05:30,27,5,cold_storage,Pune Kothrud DS-2 Cold Storage,234,368,63.59,229680,17,19
162,2026-03-27T07:44:00+05:30,27,5,saas_licenses,Pune Kothrud DS-2 Operations SaaS Seats,21,25,84.0,52750,17,19
163,2026-03-27T07:03:00+05:30,28,5,picker_capacity,Pune Wakad DS-3 Picker Capacity,10,12,83.33,369000,10,12
164,2026-03-27T07:03:00+05:30,28,5,packer_capacity,Pune Wakad DS-3 Packer Capacity,8,10,80.0,272000,8,10
165,2026-03-27T07:03:00+05:30,28,5,driver_capacity,Pune Wakad DS-3 Driver Capacity,23,26,88.46,606000,23,26
166,2026-03-27T07:03:00+05:30,28,5,dispatch_bays,Pune Wakad DS-3 Dispatch Bays,5,5,100.0,162000,23,26
167,2026-03-27T07:03:00+05:30,28,5,cold_storage,Pune Wakad DS-3 Cold Storage,190,321,59.19,217460,18,22
168,2026-03-27T07:03:00+05:30,28,5,saas_licenses,Pune Wakad DS-3 Operations SaaS Seats,19,28,67.86,53680,18,22
169,2026-03-27T07:17:00+05:30,29,5,picker_capacity,Pune Viman Nagar DS-4 Picker Capacity,10,11,90.91,357000,10,11
170,2026-03-27T07:17:00+05:30,29,5,packer_capacity,Pune Viman Nagar DS-4 Packer Capacity,7,9,77.78,263000,7,9
171,2026-03-27T07:17:00+05:30,29,5,driver_capacity,Pune Viman Nagar DS-4 Driver Capacity,22,25,88.0,598000,22,25
172,2026-03-27T07:17:00+05:30,29,5,dispatch_bays,Pune Viman Nagar DS-4 Dispatch Bays,5,5,100.0,162000,22,25
173,2026-03-27T07:17:00+05:30,29,5,cold_storage,Pune Viman Nagar DS-4 Cold Storage,157,263,59.7,202380,17,20
174,2026-03-27T07:17:00+05:30,29,5,saas_licenses,Pune Viman Nagar DS-4 Operations SaaS Seats,20,26,76.92,53060,17,20
175,2026-03-27T07:19:00+05:30,30,5,picker_capacity,Pune Hadapsar DS-5 Picker Capacity,8,10,80.0,345000,8,10
176,2026-03-27T07:19:00+05:30,30,5,packer_capacity,Pune Hadapsar DS-5 Packer Capacity,3,5,60.0,227000,3,5
177,2026-03-27T07:19:00+05:30,30,5,driver_capacity,Pune Hadapsar DS-5 Driver Capacity,14,18,77.78,542000,14,18
178,2026-03-27T07:19:00+05:30,30,5,dispatch_bays,Pune Hadapsar DS-5 Dispatch Bays,3,3,100.0,130000,14,18
179,2026-03-27T07:19:00+05:30,30,5,cold_storage,Pune Hadapsar DS-5 Cold Storage,105,153,68.63,173780,11,15
180,2026-03-27T07:19:00+05:30,30,5,saas_licenses,Pune Hadapsar DS-5 Operations SaaS Seats,16,21,76.19,51510,11,15
181,2026-03-27T07:36:00+05:30,31,6,picker_capacity,Chennai OMR DS-1 Picker Capacity,12,14,85.71,393000,12,14
182,2026-03-27T07:36:00+05:30,31,6,packer_capacity,Chennai OMR DS-1 Packer Capacity,10,11,90.91,281000,10,11
183,2026-03-27T07:36:00+05:30,31,6,driver_capacity,Chennai OMR DS-1 Driver Capacity,36,39,92.31,710000,36,39
184,2026-03-27T07:36:00+05:30,31,6,dispatch_bays,Chennai OMR DS-1 Dispatch Bays,7,7,100.0,194000,36,39
185,2026-03-27T07:36:00+05:30,31,6,cold_storage,Chennai OMR DS-1 Cold Storage,302,461,65.51,253860,22,25
186,2026-03-27T07:36:00+05:30,31,6,saas_licenses,Chennai OMR DS-1 Operations SaaS Seats,21,31,67.74,54610,22,25
187,2026-03-27T07:15:00+05:30,32,6,picker_capacity,Chennai Adyar DS-2 Picker Capacity,11,13,84.62,381000,11,13
188,2026-03-27T07:15:00+05:30,32,6,packer_capacity,Chennai Adyar DS-2 Packer Capacity,7,9,77.78,263000,7,9
189,2026-03-27T07:15:00+05:30,32,6,driver_capacity,Chennai Adyar DS-2 Driver Capacity,23,26,88.46,606000,23,26
190,2026-03-27T07:15:00+05:30,32,6,dispatch_bays,Chennai Adyar DS-2 Dispatch Bays,5,5,100.0,162000,23,26
191,2026-03-27T07:15:00+05:30,32,6,cold_storage,Chennai Adyar DS-2 Cold Storage,192,240,80.0,196400,18,22
192,2026-03-27T07:15:00+05:30,32,6,saas_licenses,Chennai Adyar DS-2 Operations SaaS Seats,22,28,78.57,53680,18,22
193,2026-03-27T07:18:00+05:30,33,6,picker_capacity,Chennai Anna Nagar DS-3 Picker Capacity,4,6,66.67,297000,4,6
194,2026-03-27T07:18:00+05:30,33,6,packer_capacity,Chennai Anna Nagar DS-3 Packer Capacity,2,4,50.0,218000,2,4
195,2026-03-27T07:18:00+05:30,33,6,driver_capacity,Chennai Anna Nagar DS-3 Driver Capacity,14,17,82.35,534000,14,17
196,2026-03-27T07:18:00+05:30,33,6,dispatch_bays,Chennai Anna Nagar DS-3 Dispatch Bays,3,3,100.0,130000,14,17
197,2026-03-27T07:18:00+05:30,33,6,cold_storage,Chennai Anna Nagar DS-3 Cold Storage,88,145,60.69,171700,6,10
198,2026-03-27T07:18:00+05:30,33,6,saas_licenses,Chennai Anna Nagar DS-3 Operations SaaS Seats,11,16,68.75,49960,6,10
199,2026-03-27T07:05:00+05:30,34,6,picker_capacity,Chennai Velachery DS-4 Picker Capacity,7,8,87.5,321000,7,8
200,2026-03-27T07:05:00+05:30,34,6,packer_capacity,Chennai Velachery DS-4 Packer Capacity,3,4,75.0,218000,3,4
201,2026-03-27T07:05:00+05:30,34,6,driver_capacity,Chennai Velachery DS-4 Driver Capacity,19,22,86.36,574000,19,22
